player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year,league_name
675,Jack Grealish,36,3235,8,6.844703698530793,6,7.637995328754187,73,92,8,0,F M,Aston Villa,8,6.08353484608233,18.373641669750214,9.304536566138268,2019,EPL
7722,Trézéguet,34,1955,6,5.345049157738686,1,0.958256496116519,50,21,2,1,F M S,Aston Villa,6,5.345049157738686,6.641214985400438,2.6114314906299114,2019,EPL
7724,Wesley,21,1806,5,7.270558223128319,1,0.8836160395294428,36,11,3,0,F,Aston Villa,5,6.509389266371727,8.00793587975204,2.6747646359726787,2019,EPL
5612,Anwar El Ghazi,34,2082,4,6.381360174156725,4,2.8772015031427145,53,30,3,0,F M S,Aston Villa,3,5.620191336609423,8.016558893024921,2.2102841325104237,2019,EPL
6122,Douglas Luiz,36,2602,3,2.277795437723398,2,2.004114666953683,38,17,8,0,M S,Aston Villa,3,2.277795437723398,5.569815007969737,3.3965176343917847,2019,EPL
7721,Conor Hourihane,27,1549,3,1.628339322283864,5,5.731440916657448,29,38,4,0,M S,Aston Villa,3,1.628339322283864,6.007942508906126,3.1574677284806967,2019,EPL
7723,John McGinn,28,2323,3,3.982573007233441,3,2.6177591122686863,55,37,3,0,M S,Aston Villa,3,3.982573007233441,9.970860671252012,5.289585173130035,2019,EPL
1024,Tyrone Mings,33,2902,2,0.9166155885905027,2,0.5713247507810593,8,7,7,0,D,Aston Villa,2,0.9166155885905027,5.111491244286299,5.068004783242941,2019,EPL
884,Matt Targett,28,2305,1,0.3935443013906479,2,3.2999231703579426,7,29,4,0,D S,Aston Villa,1,0.3935443013906479,7.988193564116955,6.494183115661144,2019,EPL
1685,Ahmed Elmohamady,18,1007,1,0.1957340268418193,1,2.2209435738623142,5,22,1,0,D M S,Aston Villa,1,0.1957340268418193,3.627542907372117,2.72565308958292,2019,EPL
6859,Kortney Hause,18,1541,1,2.8237674068659544,0,0.49075983464717865,20,2,3,0,D S,Aston Villa,1,2.8237674068659544,1.7359603326767683,1.7359603326767683,2019,EPL
7152,Björn Engels,17,1447,1,0.7842208202928305,0,0.14336226508021355,8,2,1,0,D S,Aston Villa,1,0.7842208202928305,3.80121938791126,3.74813240673393,2019,EPL
7726,Ezri Konsa Ngoyo,25,2054,1,1.6698183482512832,2,0.8850578181445599,11,11,3,0,D S,Aston Villa,1,1.6698183482512832,2.952718263491988,2.549149276688695,2019,EPL
8287,Mbwana Samatta,14,962,1,2.527881510555744,0,0.31157658621668816,17,9,1,0,F S,Aston Villa,1,2.527881510555744,3.418448895215988,1.3475393429398537,2019,EPL
250,Ørjan Nyland,7,536,0,0,0,0,0,0,0,0,GK S,Aston Villa,0,0,0.19450698792934418,0.19450698792934418,2019,EPL
710,Neil Taylor,14,1085,0,0.12685371190309525,0,0.47063472867012024,3,5,2,0,D S,Aston Villa,0,0.12685371190309525,2.8881297167390585,2.3872442077845335,2019,EPL
752,Daniel Drinkwater,4,270,0,0.09826851636171341,0,0.040286142379045486,2,1,1,0,M,Aston Villa,0,0.09826851636171341,0.8360577337443829,0.7377892173826694,2019,EPL
1053,Keinan Davis,18,514,0,1.9859238490462303,0,0.18036611936986446,17,6,0,0,F S,Aston Villa,0,1.9859238490462303,2.638287211768329,1.3067814223468304,2019,EPL
1374,José Reina,12,1080,0,0,0,0.039028115570545197,0,1,1,0,GK,Aston Villa,0,0,1.709224609658122,1.709224609658122,2019,EPL
1651,Tom Heaton,20,1797,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,2.095072572119534,2.095072572119534,2019,EPL
1701,Borja Bastón,2,9,0,0,0,0,0,0,0,0,S,Aston Villa,0,0,0,0,2019,EPL
2132,Jota,10,328,0,0.26380024664103985,1,0.5682314299046993,6,4,0,0,F M S,Aston Villa,0,0.26380024664103985,1.5586206205189228,0.8490683436393738,2019,EPL
3253,Frederic Guilbert,25,2045,0,0.4175967816263437,2,1.3897641189396381,8,13,6,0,D S,Aston Villa,0,0.4175967816263437,4.4209832437336445,3.7416747212409973,2019,EPL
4475,Jed Steer,1,7,0,0,0,0,0,0,0,0,GK,Aston Villa,0,0,0,0,2019,EPL
7725,Jonathan Kodjia,6,96,0,0.15865358710289001,0,0.08237358927726746,2,1,1,0,S,Aston Villa,0,0.15865358710289001,0.32795190811157227,0.0869247317314148,2019,EPL
7727,Henri Lansbury,10,186,0,0.0532289519906044,0,0.06579376012086868,2,2,0,0,M S,Aston Villa,0,0.0532289519906044,0.46182457357645035,0.3610353469848633,2019,EPL
8040,Marvelous Nakamba,29,1836,0,0.13154466729611158,0,0.5477455304935575,7,12,5,0,M S,Aston Villa,0,0.13154466729611158,4.796764561906457,4.297248950228095,2019,EPL
8254,Indiana Vassilev,4,35,0,0.03281444311141968,0,0,1,0,0,0,S,Aston Villa,0,0.03281444311141968,0.03281444311141968,0,2019,EPL
5555,Dominic Calvert-Lewin,36,2639,13,16.109842916950583,1,1.3362248316407204,85,15,9,0,F S,Everton,13,16.109842916950583,17.212499532848597,3.8967644218355417,2019,EPL
