player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year,league_name
629,Wayne Rooney,31,2301,10,8.905443045310676,2,2.281340353190899,45,34,5,0,F M S,Everton,7,4.338429889641702,8.366078531369567,4.465429299511015,2017,EPL
599,Oumar Niasse,22,1075,8,7.417298145592213,2,1.54713324457407,37,11,2,0,F S,Everton,8,7.417298145592213,9.197526078671217,1.3837399259209633,2017,EPL
6477,Cenk Tosun,14,998,5,3.1851306576281786,0,1.7238558437675238,19,15,0,0,F S,Everton,5,3.1851306576281786,5.5636201202869415,1.1438307538628578,2017,EPL
714,Gylfi Sigurdsson,27,2265,4,3.187053117901087,3,3.746338976547122,39,36,2,0,F M S,Everton,4,3.187053117901087,8.545136949047446,3.432769887149334,2017,EPL
5555,Dominic Calvert-Lewin,32,1861,4,5.436775926500559,6,3.0651565305888653,42,20,4,0,D F M S,Everton,4,5.436775926500559,9.517184633761644,3.41016012057662,2017,EPL
503,Theo Walcott,14,1152,3,3.152715053409338,3,3.027757111005485,19,13,2,0,F M S,Everton,3,3.152715053409338,6.331261298619211,2.4265308752655983,2017,EPL
588,Leighton Baines,22,1911,2,2.0704928236082196,3,2.2989348769187927,7,24,1,0,D M,Everton,0,0.5481551485136151,4.415300065651536,3.6214978783391416,2017,EPL
668,Idrissa Gueye,33,2769,2,1.5035940110683441,1,1.2061091382056475,24,15,6,1,M S,Everton,2,1.5035940110683441,8.812394165433943,6.786361281760037,2017,EPL
1042,Tom Davies,33,1901,2,1.4846302610822022,1,0.6502156257629395,21,10,7,0,M S,Everton,2,1.4846302610822022,5.124073630664498,3.509912271052599,2017,EPL
518,Yannick Bolasie,16,851,1,2.023974404670298,0,0.33912723138928413,19,4,0,0,F M S,Everton,1,2.023974404670298,2.53305880445987,1.2261016555130482,2017,EPL
709,Ashley Williams,24,1840,1,0.7898295018821955,0,0.15476993657648563,13,3,3,1,D S,Everton,1,0.7898295018821955,1.5408849623054266,1.4772318061441183,2017,EPL
551,Morgan Schneiderlin,30,2125,0,0.32191741093993187,0,0.20611323975026608,5,8,4,1,M S,Everton,0,0.32191741093993187,4.269166203215718,3.929399633780122,2017,EPL
585,Seamus Coleman,12,1038,0,1.361783616244793,1,0.7792866192758083,5,7,0,0,D M,Everton,0,1.361783616244793,3.160395175218582,2.0803774297237396,2017,EPL
587,Phil Jagielka,25,2066,0,0.803629893809557,0,0,7,0,2,0,D S,Everton,0,0.803629893809557,3.9228216744959354,3.9137782528996468,2017,EPL
589,James McCarthy,4,210,0,0.02804962918162346,0,0.024386344477534294,1,1,0,0,M S,Everton,0,0.02804962918162346,0.6067055091261864,0.5542695410549641,2017,EPL
593,Aaron Lennon,15,800,0,0.23072799295186996,0,0.2828075811266899,4,4,0,0,F M S,Everton,0,0.23072799295186996,1.6394604463130236,1.2532451637089252,2017,EPL
595,Kevin Mirallas,5,140,0,0.18825052492320538,0,0.05874815210700035,4,1,1,0,F M S,Everton,0,0.18825052492320538,0.291795939207077,0.044797258451581,2017,EPL
597,Ramiro Funes Mori,4,119,0,0.04514101520180702,0,0,1,0,1,0,D S,Everton,0,0.04514101520180702,0.023519620299339294,0.023519620299339294,2017,EPL
626,Eliaquim Mangala,2,134,0,0.10094495117664337,0,0,1,0,0,0,D,Everton,0,0.10094495117664337,0.6918930411338806,0.6918930411338806,2017,EPL
741,Jordan Pickford,38,3420,0,0,0,0.06671504210680723,0,3,0,0,GK,Everton,0,0,1.7559259356930852,1.7327642571181059,2017,EPL
832,Cuco Martina,21,1830,0,0.08533003553748131,2,1.5226878123357892,2,13,2,0,D M S,Everton,0,0.08533003553748131,4.137886597774923,3.476139072328806,2017,EPL
908,Muhamed Besic,2,43,0,0,0,0.061634842306375504,0,1,0,0,S,Everton,0,0,0,0,2017,EPL
985,Mason Holgate,15,1182,0,0.46967267990112305,0,0.6658228188753128,5,7,3,0,D S,Everton,0,0.46967267990112305,1.6756433872506022,0.9995019780471921,2017,EPL
1084,Jonjoe Kenny,19,1585,0,0.17796933092176914,1,1.7238539010286331,3,10,2,0,D M S,Everton,0,0.17796933092176914,3.2733704205602407,2.2353804875165224,2017,EPL
1653,Michael Keane,30,2563,0,1.2515030782669783,1,0.9502720665186644,15,4,3,0,D S,Everton,0,1.2515030782669783,1.887412573210895,1.8523749513551593,2017,EPL
2537,Sandro Ramírez,8,278,0,0.4855111464858055,0,0.073346346616745,9,1,0,0,F S,Everton,0,0.4855111464858055,0.9396247379481792,0.46392273530364037,2017,EPL
5556,Ademola Lookman,7,145,0,0.1449168473482132,0,0.007786350790411234,3,1,0,0,M S,Everton,0,0.1449168473482132,0.7546361391432583,0.6210476104170084,2017,EPL
6045,Davy Klaassen,7,246,0,0.04691281355917454,0,0.09614153951406479,2,2,0,0,M S,Everton,0,0.04691281355917454,0.3681744933128357,0.22512013465166092,2017,EPL
6276,Nikola Vlasic,12,572,0,0.32545805163681507,0,0.8369456082582474,5,12,0,0,M S,Everton,0,0.32545805163681507,1.8046257346868515,0.8781686592847109,2017,EPL
6384,Beni Baningime,8,185,0,0,0,0,0,0,1,0,M S,Everton,0,0,1.1460985392332077,1.1460985392332077,2017,EPL
465,Joshua King,33,2458,8,6.555599365383387,3,4.888207009062171,51,38,3,0,F M S,Bournemouth,6,5.033261656761169,9.640528094954789,3.6070545027032495,2017,EPL
468,Callum Wilson,28,2007,8,7.619610041379929,2,1.5524410009384155,54,18,0,0,F S,Bournemouth,8,7.619610041379929,9.413971451111138,2.697103791870177,2017,EPL
463,Junior Stanislas,19,1313,5,3.831800527870655,2,1.9147691372781992,44,23,1,0,F M S,Bournemouth,4,3.070631690323353,5.264173872768879,1.8925352990627289,2017,EPL
1683,Ryan Fraser,26,2016,5,1.9803195875138044,3,2.7351528238505125,31,43,0,0,D F M S,Bournemouth,5,1.9803195875138044,6.385161653161049,3.3411665204912424,2017,EPL
735,Jermain Defoe,24,1074,4,4.541553013026714,1,1.017569174990058,27,13,1,0,F M S,Bournemouth,4,4.541553013026714,4.455103533342481,0.24524981901049614,2017,EPL
458,Steve Cook,34,2761,2,1.3601032011210918,1,1.019623875617981,21,4,5,0,D S,Bournemouth,2,1.3601032011210918,3.2753923162817955,2.954977184534073,2017,EPL
460,Andrew Surman,25,1842,2,0.9914273666217923,5,1.528396907262504,18,16,2,0,M S,Bournemouth,2,0.9914273666217923,3.8402675464749336,2.9263525046408176,2017,EPL
462,Dan Gosling,28,1940,2,2.26678051520139,1,0.9464136194437742,23,18,8,0,F M S,Bournemouth,2,2.26678051520139,5.967870011925697,3.5910780653357506,2017,EPL
481,Jordon Ibe,32,2005,2,2.9314239975064993,6,3.7532155672088265,54,37,1,0,F M S,Bournemouth,2,2.9314239975064993,6.119110468775034,2.6754802893847227,2017,EPL
579,Nathan Aké,38,3353,2,2.2271393667906523,3,1.8688682597130537,18,9,5,0,D S,Bournemouth,2,2.2271393667906523,4.0004944037646055,3.107867220416665,2017,EPL
1748,Lys Mousset,23,569,2,1.1464900393038988,0,1.1066885627806187,22,4,1,0,F M S,Bournemouth,2,1.1464900393038988,1.8265794273465872,0.7021866571158171,2017,EPL
459,Charlie Daniels,35,3012,1,0.5691774720326066,3,2.483891710639,20,30,0,0,D M S,Bournemouth,1,0.5691774720326066,5.587671734392643,4.422320447862148,2017,EPL
825,Adam Smith,27,2067,1,0.4273650022223592,3,1.467048930004239,13,21,6,0,D M S,Bournemouth,1,0.4273650022223592,4.557140430435538,3.1965400837361813,2017,EPL
