player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year,league_name
714,Gylfi Sigurdsson,38,3150,13,12.118343196809292,6,6.791106753051281,86,74,3,0,F M S,Everton,11,8.312648046761751,15.667064221575856,5.154639239422977,2018,EPL
6026,Richarlison,35,2702,13,11.333979241549969,1,1.9562372555956244,82,20,5,1,F M S,Everton,13,11.333979241549969,13.40034743025899,5.10016942024231,2018,EPL
5555,Dominic Calvert-Lewin,35,1763,6,6.1705091297626495,2,1.6395726166665554,52,12,3,0,F M S,Everton,6,6.1705091297626495,8.368763284757733,1.3697869274765253,2018,EPL
503,Theo Walcott,37,2127,5,6.505236777476966,2,2.884311942383647,42,21,1,0,M S,Everton,5,6.505236777476966,10.27176570892334,2.5488213505595922,2018,EPL
1823,Lucas Digne,35,2968,4,1.199989851564169,4,7.7085179118439555,34,71,5,1,D S,Everton,4,1.199989851564169,9.515081945806742,5.53166626021266,2018,EPL
6477,Cenk Tosun,25,1036,3,4.990846138447523,3,0.9619657015427947,37,13,3,0,F S,Everton,3,4.990846138447523,5.439725419506431,0.8459431864321232,2018,EPL
585,Seamus Coleman,29,2564,2,1.3583690887317061,2,3.801614096388221,15,22,1,0,D,Everton,2,1.3583690887317061,9.907463127747178,7.690771801397204,2018,EPL
935,Kurt Zouma,32,2613,2,1.2686381321400404,2,0.4428137503564358,19,6,3,1,D S,Everton,2,1.2686381321400404,6.062597559764981,5.642795650288463,2018,EPL
587,Phil Jagielka,7,323,1,0.626363217830658,0,0.09909354895353317,1,2,0,1,D S,Everton,1,0.626363217830658,0.8958335593342781,0.20354557782411575,2018,EPL
1653,Michael Keane,33,2970,1,2.0034958496689796,2,1.2424168288707733,31,8,2,0,D,Everton,1,2.0034958496689796,7.383238755166531,6.829519972205162,2018,EPL
2383,André Gomes,27,2001,1,1.3925835937261581,1,0.6641304176300764,21,6,7,0,M S,Everton,1,1.3925835937261581,6.851449524983764,5.686358949169517,2018,EPL
6521,Yerry Mina,13,891,1,0.7469829162582755,0,0.13738667219877243,4,3,3,0,D S,Everton,1,0.7469829162582755,1.9195985775440931,1.9027581792324781,2018,EPL
7063,Bernard,34,2146,1,2.692948404699564,3,3.2409897204488516,23,41,5,0,M S,Everton,1,2.692948404699564,9.933082452043891,4.961461465805769,2018,EPL
551,Morgan Schneiderlin,14,831,0,0.10108842514455318,1,0.8037043828517199,3,8,2,0,M S,Everton,0,0.10108842514455318,1.976115247234702,1.7469275444746017,2018,EPL
588,Leighton Baines,6,375,0,0.0755816176533699,0,0.08348460681736469,2,4,0,0,D S,Everton,0,0.0755816176533699,0.8094733078032732,0.7900802846997976,2018,EPL
589,James McCarthy,1,11,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0,2018,EPL
599,Oumar Niasse,5,47,0,0.3931588679552078,0,0.09282712638378143,3,1,0,0,S,Everton,0,0.3931588679552078,0.34518007934093475,0,2018,EPL
668,Idrissa Gueye,33,2828,0,0.5945744486525655,2,0.9329115226864815,19,18,6,0,M S,Everton,0,0.5945744486525655,11.30564052797854,10.310356261208653,2018,EPL
741,Jordan Pickford,38,3420,0,0,0,0.04051636904478073,0,1,1,0,GK,Everton,0,0,2.3762560933828354,2.3357397224754095,2018,EPL
985,Mason Holgate,5,407,0,0,0,0,0,0,1,0,D S,Everton,0,0,0.6817189045250416,0.6817189045250416,2018,EPL
1042,Tom Davies,16,973,0,0.31357355043292046,0,0.58919732645154,7,5,3,0,M S,Everton,0,0.31357355043292046,3.372655674815178,2.656915619969368,2018,EPL
1084,Jonjoe Kenny,10,791,0,0.08505235984921455,1,0.8401080034673214,3,6,1,0,D S,Everton,0,0.08505235984921455,2.841430392116308,1.9637693352997303,2018,EPL
5556,Ademola Lookman,21,575,0,1.568968292325735,2,1.611437514424324,12,10,0,0,M S,Everton,0,1.568968292325735,4.338541761040688,2.2015602439641953,2018,EPL
468,Callum Wilson,30,2548,14,16.016500677913427,9,5.955955449491739,65,31,3,0,F S,Bournemouth,13,14.494162943214178,21.330359410494566,5.061332296580076,2018,EPL
