player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year,league_name
594,Romelu Lukaku,37,3271,25,16.665452419780195,6,5.440816408023238,110,47,3,0,F S,Everton,24,15.904283582232893,21.251998490653932,3.9702013842761517,2016,EPL
592,Ross Barkley,36,2922,5,6.935660857707262,8,7.259017596021295,89,84,5,0,F M S,Everton,5,6.935660857707262,16.26195978745818,8.149083036929369,2016,EPL
585,Seamus Coleman,26,2317,4,1.3783674584701657,3,2.760131038725376,18,17,3,0,D M,Everton,4,1.3783674584701657,10.482685551047325,8.167643882334232,2016,EPL
595,Kevin Mirallas,35,2100,4,3.5472985189408064,6,3.730523212812841,61,43,2,0,F M S,Everton,4,3.5472985189408064,9.559377007186413,4.927002524957061,2016,EPL
539,Enner Valencia,21,690,3,3.6913227066397667,1,0.8733558282256126,24,7,1,0,F M S,Everton,3,3.6913227066397667,4.789857715368271,0.8321622721850872,2016,EPL
587,Phil Jagielka,27,2252,3,1.2690291479229927,2,0.7028567343950272,14,5,4,1,D S,Everton,3,1.2690291479229927,5.038553226739168,4.973762601613998,2016,EPL
588,Leighton Baines,32,2827,2,2.750922109000385,3,2.6850184742361307,15,46,4,0,D M,Everton,0,0.46741561125963926,12.140887406654656,10.553634878247976,2016,EPL
590,Gareth Barry,33,2109,2,0.8615360390394926,1,1.3470328552648425,17,28,10,0,M S,Everton,2,0.8615360390394926,7.230507669970393,6.293837856501341,2016,EPL
1042,Tom Davies,24,1540,2,1.3990948013961315,3,1.9672293625772,14,13,4,0,M S,Everton,2,1.3990948013961315,6.800828862935305,3.664227467030287,2016,EPL
518,Yannick Bolasie,13,1033,1,1.2203223295509815,4,4.774220962077379,27,20,2,0,F M S,Everton,1,1.2203223295509815,6.779854089021683,1.356860252097249,2016,EPL
551,Morgan Schneiderlin,14,1059,1,0.7051459513604641,0,0.12900402955710888,8,6,2,0,M S,Everton,1,0.7051459513604641,5.677686981856823,5.116362117230892,2016,EPL
589,James McCarthy,12,608,1,0.460225997492671,1,0.2503910940140486,6,5,2,0,M S,Everton,1,0.460225997492671,2.2975103054195642,1.6062792148441076,2016,EPL
668,Idrissa Gueye,33,2700,1,1.9894388015381992,1,2.1396185718476772,25,25,11,0,M S,Everton,1,1.9894388015381992,13.02122470550239,10.614259293302894,2016,EPL
709,Ashley Williams,36,3156,1,1.3583407802507281,3,1.2082152818329632,15,10,7,1,D S,Everton,1,1.3583407802507281,7.1986050102859735,6.826775407418609,2016,EPL
920,Matthew Pennington,3,180,1,0.6383316516876221,0,0.17364175617694855,1,1,0,0,D S,Everton,1,0.6383316516876221,0.2130596786737442,0.039417922496795654,2016,EPL
5555,Dominic Calvert-Lewin,11,340,1,1.2451616544276476,0,0,7,0,1,0,F M S,Everton,1,1.2451616544276476,1.3887303043156862,0.22231196612119675,2016,EPL
5556,Ademola Lookman,8,289,1,1.14169667288661,0,0,16,0,0,0,F S,Everton,1,1.14169667288661,1.4896498583257198,0.4487138167023659,2016,EPL
584,Joel Robles,20,1735,0,0,1,0.0849992036819458,0,1,2,0,GK S,Everton,0,0,1.577520053833723,1.4925208501517773,2016,EPL
591,Gerard Deulofeu,11,452,0,0.6818259889259934,0,0.4787798263132572,7,10,1,0,F M S,Everton,0,0.6818259889259934,2.8998368782922626,2.003331881016493,2016,EPL
593,Aaron Lennon,11,511,0,0.27522714622318745,1,0.5299302022904158,5,6,0,0,F M S,Everton,0,0.27522714622318745,2.018861999735236,1.773966507986188,2016,EPL
596,Tom Cleverley,10,396,0,0.45391587913036346,0,0.19788486510515213,2,3,1,0,M S,Everton,0,0.45391587913036346,0.819460928440094,0.25327641889452934,2016,EPL
597,Ramiro Funes Mori,23,1530,0,0.7628414174541831,1,0.9811182860285044,12,4,0,0,D S,Everton,0,0.7628414174541831,5.030917843803763,4.418680243194103,2016,EPL
598,Bryan Oviedo,6,477,0,0,0,0.19498886168003082,0,3,3,0,D,Everton,0,0,1.5439769998192787,1.4810825958848,2016,EPL
601,Arouna Koné,6,62,0,0.11362508311867714,0,0.022273153066635132,3,1,0,0,S,Everton,0,0.11362508311867714,0.15417635813355446,0.018278123810887337,2016,EPL
846,Maarten Stekelenburg,19,1685,0,0,0,0,0,0,2,0,GK,Everton,0,0,1.2054533530026674,1.2054533530026674,2016,EPL
985,Mason Holgate,18,1378,0,0.3201604560017586,1,1.5726153068244457,6,9,2,0,D M S,Everton,0,0.3201604560017586,5.161693174391985,4.277141850441694,2016,EPL
1084,Jonjoe Kenny,1,11,0,0,0,0,0,0,0,0,S,Everton,0,0,0,0,2016,EPL
465,Joshua King,36,2734,16,10.911753680557013,2,2.409230097196996,67,30,1,0,F M S,Bournemouth,14,8.628247126936913,12.56197816412896,3.4120457973331213,2016,EPL
463,Junior Stanislas,21,1489,7,4.84796876180917,5,3.854853673838079,43,22,1,0,M S,Bournemouth,5,3.325631027109921,7.382432241924107,4.26849808730185,2016,EPL
468,Callum Wilson,20,1382,6,5.365591797977686,0,0.550071083009243,31,8,0,0,F S,Bournemouth,3,3.082085270434618,4.324738476425409,0.8914682120084763,2016,EPL
826,Benik Afobe,31,1436,6,8.921733126044273,3,1.8278377754613757,39,23,1,0,F S,Bournemouth,6,8.160564228892326,8.775064896792173,1.263733728788793,2016,EPL
459,Charlie Daniels,34,3060,4,1.6076876800507307,3,2.165623553097248,19,29,1,0,D,Bournemouth,4,1.6076876800507307,9.365673836320639,7.032920790836215,2016,EPL
579,Nathan Aké,10,730,3,2.1719917245209217,0,0.4931902810931206,6,3,0,0,D S,Bournemouth,3,2.1719917245209217,4.164601892232895,2.626296855509281,2016,EPL
1683,Ryan Fraser,28,1774,3,2.112318053841591,5,3.6223585922271013,24,32,3,0,D M S,Bournemouth,3,2.112318053841591,6.43673362582922,2.6309675304219127,2016,EPL
458,Steve Cook,38,3420,2,1.6547151310369372,0,0.4837768152356148,29,3,5,0,D,Bournemouth,2,1.6547151310369372,6.486319604329765,6.173631390556693,2016,EPL
462,Dan Gosling,27,1336,2,1.4571668859571218,0,0.7769601587206125,16,10,6,0,M S,Bournemouth,2,1.4571668859571218,5.838790492154658,4.333128820173442,2016,EPL
466,Marc Pugh,21,1345,2,1.6018409468233585,2,1.8786475490778685,18,19,1,0,D M S,Bournemouth,2,1.6018409468233585,4.1691738441586494,2.352196177467704,2016,EPL
825,Adam Smith,36,3094,1,1.3890557084232569,5,4.8110047578811646,26,30,6,0,D M S,Bournemouth,1,1.3890557084232569,10.946813819929957,7.341879145242274,2016,EPL
881,Harry Arter,35,2963,1,3.2334487941116095,4,2.121980327181518,54,32,11,1,M S,Bournemouth,1,2.472279977053404,12.483039855957031,9.375530074350536,2016,EPL
455,Artur Boruc,35,3150,0,0,0,0.02290608175098896,0,1,2,0,GK,Bournemouth,0,0,2.689791745506227,2.666885665617883,2016,EPL
456,Simon Francis,34,2945,0,0.16537316795438528,1,1.5683687338605523,7,19,4,1,D,Bournemouth,0,0.16537316795438528,7.803948135115206,7.317912564612925,2016,EPL
460,Andrew Surman,22,1803,0,0.5123750809580088,1,0.43586460407823324,8,11,1,1,M S,Bournemouth,0,0.5123750809580088,5.605378915555775,5.298716556280851,2016,EPL
464,Max Gradel,11,107,0,0.28802382946014404,0,0.1380324512720108,5,1,3,0,S,Bournemouth,0,0.28802382946014404,0.45912373811006546,0.09115231037139893,2016,EPL
467,Lewis Grabban,3,51,0,0.07449605315923691,1,0.08925844728946686,1,1,0,0,S,Bournemouth,0,0.07449605315923691,0.3032285124063492,0.139474019408226,2016,EPL
469,Adam Federici,2,180,0,0,0,0,0,0,1,0,GK,Bournemouth,0,0,0.4264580309391022,0.4264580309391022,2016,EPL
477,Brad Smith,5,274,0,0.09069285541772842,0,0.07488701492547989,2,2,1,0,D S,Bournemouth,0,0.09069285541772842,0.9219542592763901,0.8470672518014908,2016,EPL
481,Jordon Ibe,25,1067,0,0.8431022940203547,0,1.0524154882878065,15,18,0,0,F M S,Bournemouth,0,0.8431022940203547,3.2017985051497817,1.8253075368702412,2016,EPL
976,Baily Cargill,1,8,0,0,0,0,0,0,0,0,S,Bournemouth,0,0,0,0,2016,EPL
1024,Tyrone Mings,7,511,0,0.03313928470015526,0,0.2611019015312195,1,1,0,0,D S,Bournemouth,0,0.03313928470015526,0.846408024430275,0.5853061228990555,2016,EPL
1036,Jack Wilshere,27,1920,0,2.166445776820183,2,2.8232511654496193,27,34,3,0,M S,Bournemouth,0,2.166445776820183,8.199680224061012,4.684916493482888,2016,EPL
1050,Ryan Allsop,1,90,0,0,0,0,0,0,0,0,GK,Bournemouth,0,0,0,0,2016,EPL
1748,Lys Mousset,11,254,0,1.523589225485921,0,0.08857703674584627,10,3,0,0,F S,Bournemouth,0,1.523589225485921,2.513379284180701,1.0303754806518555,2016,EPL
1789,Lewis Cook,6,432,0,0.10003450140357018,2,0.4739295756444335,5,6,1,0,M S,Bournemouth,0,0.10003450140357018,2.256874579936266,1.7665088512003422,2016,EPL
5601,Matt Worthington,1,14,0,0,0,0,0,0,0,0,S,Bournemouth,0,0,0,0,2016,EPL
790,Nathan Redmond,37,2917,7,4.817707696929574,1,5.891833748668432,83,57,2,1,F M S,Southampton,7,4.817707696929574,15.177740208804607,6.430118191987276,2016,EPL
848,Charlie Austin,15,946,6,6.6213426403701305,1,1.6202985644340515,37,8,1,0,F S,Southampton,4,5.099004995077848,6.864494055509567,1.563220489770174,2016,EPL
844,Jay Rodriguez,24,866,5,4.763502933084965,2,0.5137141291052103,33,7,0,0,F S,Southampton,5,4.763502933084965,4.879882577806711,0.5103842709213495,2016,EPL
843,James Ward-Prowse,30,1886,4,4.64575032517314,4,2.890695004723966,42,43,4,0,M S,Southampton,4,4.64575032517314,8.679032027721405,4.273942716419697,2016,EPL
1383,Manolo Gabbiadini,11,737,4,3.822396032512188,0,0.34004558343440294,29,6,1,0,F S,Southampton,4,3.0612271949648857,2.856665588915348,0.24663636833429337,2016,EPL
839,Shane Long,32,1231,3,5.245459584519267,1,1.5687828520312905,41,14,2,0,F S,Southampton,3,4.484290750697255,7.210739334113896,1.5648728795349598,2016,EPL
840,Dusan Tadic,33,2457,3,6.760313363745809,5,5.702847916632891,63,66,4,0,F M S,Southampton,2,5.237975688651204,13.268396390601993,6.236919320188463,2016,EPL
835,Ryan Bertrand,28,2509,2,0.666036075912416,4,2.6942961625754833,19,28,3,0,D,Southampton,2,0.666036075912416,8.266149327158928,6.508626211434603,2016,EPL
833,Virgil van Dijk,21,1857,1,1.3659983724355698,0,0.47590683959424496,17,6,3,1,D,Southampton,1,1.3659983724355698,4.357285778969526,4.199440244585276,2016,EPL
837,Jordy Clasie,16,1038,1,0.5245752539485693,1,0.32270075753331184,12,5,3,0,M S,Southampton,1,0.5245752539485693,4.123526521027088,3.7180147618055344,2016,EPL
842,Oriol Romeu,35,3071,1,1.8110425500199199,0,1.1781433895230293,28,17,11,0,M,Southampton,1,1.8110425500199199,11.352106591686606,10.563422724604607,2016,EPL
845,Maya Yoshida,23,2070,1,1.900259151123464,0,0.17716375924646854,15,4,2,0,D,Southampton,1,1.900259151123464,3.729161461815238,2.917425772175193,2016,EPL
1734,Sofiane Boufal,24,1090,1,1.1150535782799125,0,1.2859131265431643,25,23,5,0,F M S,Southampton,1,1.1150535782799125,4.480479693971574,2.5987165961414576,2016,EPL
343,Pierre-Emile Højbjerg,22,1296,0,1.3645178647711873,0,0.6220741998404264,28,16,2,0,M S,Southampton,0,1.3645178647711873,5.602691332809627,4.260684138163924,2016,EPL
