player_id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_name,npg,npxG,xGChain,xGBuildup,year,league_name
672,Jordan Ayew,30,2356,7,4.692514806985855,0,1.472521617077291,59,18,6,1,F M S,Aston Villa,6,3.931345973163843,5.213557398878038,1.8964077848941088,2015,EPL
671,Rudy Gestede,32,1632,5,5.696741301566362,2,1.4262421131134033,61,15,2,0,F S,Aston Villa,5,5.696741301566362,5.786226033233106,0.9677264168858528,2015,EPL
669,Ashley Westwood,32,2720,2,1.7461497839540243,2,3.1517578372731805,38,41,6,0,M S,Aston Villa,2,1.7461497839540243,6.387357586994767,4.117236537858844,2015,EPL
670,Carles Gil,23,1454,2,0.7563520688563585,0,1.486160071566701,17,25,3,0,F M S,Aston Villa,2,0.7563520688563585,3.3147313222289085,2.4295214358717203,2015,EPL
679,Scott Sinclair,27,1598,2,2.815949311479926,0,0.13176916912198067,17,5,0,0,F M S,Aston Villa,1,2.054780414327979,3.537041202187538,1.5768057852983475,2015,EPL
664,Joleon Lescott,30,2632,1,1.8732632733881474,0,0.17327842861413956,11,4,2,0,D,Aston Villa,1,1.8732632733881474,4.315419375896454,4.168777950108051,2015,EPL
665,Micah Richards,24,2049,1,1.0121648730710149,1,0.41951819602400064,11,8,3,0,D S,Aston Villa,1,1.0121648730710149,2.939192415215075,2.629615142941475,2015,EPL
674,Leandro Bacuna,31,2421,1,1.9050845922902226,0,1.1993910828605294,32,16,8,0,D F M S,Aston Villa,1,1.9050845922902226,6.015960603021085,4.071640757843852,2015,EPL
675,Jack Grealish,16,831,1,0.5990190263837576,0,0.6424273028969765,16,12,1,0,F M S,Aston Villa,1,0.5990190263837576,2.6512194853276014,1.9942101500928402,2015,EPL
875,Ciaran Clark,18,1442,1,0.8913225531578064,0,0.6958844438195229,10,4,6,0,D S,Aston Villa,1,0.8913225531578064,0.7675874177366495,0.6018299534916878,2015,EPL
890,Gabriel Agbonlahor,15,1051,1,1.2428802624344826,2,1.477277654223144,10,13,0,0,F M S,Aston Villa,1,1.2428802624344826,2.83076698705554,0.26178616285324097,2015,EPL
662,Brad Guzan,28,2520,0,0,0,0.04463285580277443,0,1,2,0,GK,Aston Villa,0,0,1.3892125207930803,1.344579664990306,2015,EPL
663,Alan Hutton,28,2331,0,0.5536269703879952,1,2.28412941750139,9,21,6,1,D S,Aston Villa,0,0.5536269703879952,4.59339910838753,3.6531268041580915,2015,EPL
666,Aly Cissokho,18,1605,0,0.10726844146847725,0,0.49526056461036205,4,9,3,1,D,Aston Villa,0,0.10726844146847725,2.4595056734979153,2.1241857409477234,2015,EPL
667,Carlos Sánchez,20,1373,0,0.3657976547256112,0,0.37781528383493423,13,4,3,0,M S,Aston Villa,0,0.3657976547256112,2.6664153933525085,2.4676370043307543,2015,EPL
668,Idrissa Gueye,35,3085,0,0.8781898710876703,1,0.9875789536163211,30,28,10,0,M,Aston Villa,0,0.8781898710876703,6.672485649585724,5.5509093049913645,2015,EPL
673,Jordan Lyden,4,149,0,0.06260555982589722,0,0.028450332581996918,1,1,0,0,D M S,Aston Villa,0,0.06260555982589722,0.16466934978961945,0.07361344993114471,2015,EPL
676,Jores Okore,12,1080,0,0,0,0.12150011956691742,0,1,1,0,D,Aston Villa,0,0,1.2886639554053545,1.167163835838437,2015,EPL
677,Jordan Veretout,25,1831,0,0.56507717538625,5,2.729467421770096,19,39,4,0,M S,Aston Villa,0,0.56507717538625,4.899512866511941,3.7970014391466975,2015,EPL
678,Mark Bunn,10,900,0,0,0,0,0,0,2,0,GK,Aston Villa,0,0,0.1554957590997219,0.1554957590997219,2015,EPL
874,Andre Green,2,54,0,0.01576807163655758,0,0.1859554722905159,1,2,0,0,S,Aston Villa,0,0.01576807163655758,0.11501327157020569,0,2015,EPL
899,Kieran Richardson,11,722,0,0.15549755655229092,1,0.16375857591629028,7,4,4,0,D M S,Aston Villa,0,0.15549755655229092,0.8549433890730143,0.6551993042230606,2015,EPL
